0.4135	-0.4579	-0.2598
-0.3391	0.8138	0.4716
-0.434	-0.7871	0.3237
-0.372	0.04508	-0.4743
0.4357	0.3523	0.2152
-0.424	-0.785	-0.4392
-0.1818	-0.008735	0.2001
0.422	-0.794	0.3261
0.2248	0.04529	-0.5208
0.2443	0.8259	0.475
0.4334	-0.1746	0.1709
-0.4346	-0.352	-0.1737
-0.003659	-0.5658	0.2483
-0.4346	0.3992	0.2198
-0.02196	-0.5916	-0.3173
0.1532	0.04715	-0.08943
-0.03947	0.5395	0.3289
-0.4085	-0.3829	0.2227
0.4301	-0.7906	-0.434
-0.3946	0.01823	-0.1029
-0.06638	0.04715	-0.3493
0.4353	-0.4899	0.2293
0.4083	-0.01043	-0.2657
0.4108	0.1016	0.05316
0.4326	0.631	0.349
0.1498	-0.01169	0.202
-0.04698	0.8036	0.4597
-0.2949	-0.5674	-0.3176
0.4335	-0.2308	-0.106
-0.4204	-0.1268	0.1316
-0.1157	0.04715	-0.06254
-0.3038	0.5814	0.3597
-0.4354	0.1597	0.1076
-0.2501	-0.5783	0.2642
0.2066	0.5425	0.3257
0.2204	-0.5837	-0.3286
0.2249	-0.5761	0.2712
-0.165	-0.00802	-0.5501
0.1532	0.04626	-0.309
-0.2725	0.04715	-0.2776
-0.4346	-0.1735	-0.07396
0.1088	0.6918	0.4128
0.4046	-0.01146	-0.4628
0.0277	0.02856	-0.5309
-0.01263	0.04626	0.1122
-0.435	-0.6054	0.2574
-0.268	0.04626	0.04498
0.435	-0.6245	-0.3359
0.4086	-0.06889	-0.02222
0.3336	-0.009621	0.1963
-0.1511	0.6675	0.4031
-0.4345	0.6903	0.3965
0.2338	0.04715	0.06308
0.009775	0.04626	-0.1835
0.4034	0.7654	0.4487
0.3324	0.04626	-0.1253
-0.4351	-0.4902	-0.2764
0.2743	0.676	0.394
0.4103	-0.3295	0.2112
-0.435	-0.6337	-0.3568
0.4089	-0.6423	0.2695
-0.3402	-0.000691	0.1858
-0.4542	0.00756	0.04032
-0.4081	-0.0097	-0.3269
0.4088	0.4912	0.278
0.2921	0.04715	-0.3762
-0.4328	0.5364	0.2963
0.434	0.2306	0.1265
-0.2501	0.04626	-0.1298
-0.2008	0.04715	-0.412
-0.1919	0.8169	0.4798
0.09492	0.8296	0.46
-0.1381	0.04626	-0.2149
0.0277	0.04626	-0.02223
0.4087	-0.3422	-0.1835
0.447	-0.01967	0.1078
-0.4354	-0.2571	0.1749
-0.1579	-0.5932	-0.3144
-0.1739	0.5436	0.3343
-0.4085	0.2763	0.1746
-0.2862	0.7043	0.4071
0.05906	0.04626	-0.4031
-0.01703	0.6551	0.3952
0.2697	0.04715	-0.2463
-0.1381	0.04626	0.08083
0.08589	0.5792	0.3503
-0.1265	-0.5602	0.269
-0.2949	-0.009996	-0.5531
0.1128	0.04626	0.08531
-0.07963	0.04715	-0.4705
0.0994	-0.5706	-0.3216
0.3229	0.5735	0.3349
-0.382	0.03935	-0.2235
-0.06527	-0.008735	0.2001
0.3354	-0.5699	-0.3118
0.1113	-0.5763	0.2513
-0.4351	-0.4943	0.2296
0.319	0.04626	-0.01327
-0.4085	-0.07336	-0.02242
0.1218	0.04626	-0.2015
0.3369	-0.5574	0.259
0.1801	0.04715	-0.4165
0.3276	-0.002709	-0.5396
0.02771	0.04715	-0.2911
0.2368	0.04564	0.1726
0.1308	0.001789	-0.5446
-0.3666	0.04715	-0.004294
0.03997	0.005201	0.1943
-0.4204	-0.2508	-0.1441
-0.2546	0.04626	0.148
-0.3307	0.04715	-0.3628
0.3324	0.04715	0.0898
-0.1739	0.04626	-0.3135
0.4083	-0.01043	-0.1626
0.2026	0.7457	0.4303
0.1756	0.6262	0.3723
0.02343	0.7366	0.4391
0.4091	-0.701	-0.3935
0.404	-0.00034	-0.3643
-0.4159	-0.7002	0.2799
-0.3799	0.04161	0.09528
0.2383	0.04715	-0.1522
-0.4009	0.6133	0.3484
0.3752	0.6952	0.3901
-0.4354	-0.03304	0.1256
0.3101	0.7711	0.4335
-0.2636	0.04626	-0.4838
-0.3442	-0.5761	0.2712
-0.07086	-0.01015	-0.5511
0.422	0.01941	0.006992
-0.1203	0.75	0.4369
-0.0619	0.04715	0.01363
0.3324	0.04715	-0.4613
-0.2053	0.04715	-0.04014
0.4268	-0.5383	-0.3048
0.3458	0.04715	-0.3
-0.09333	0.6059	0.3683
0.4358	-0.1451	-0.07599
0.2338	0.04626	-0.04464
-0.389	-0.5682	-0.3148
0.1173	0.04626	-0.004308
-0.4075	0.7695	0.4283
-0.4346	-0.7198	-0.3793
-0.2143	0.612	0.3757
-0.05296	0.04626	-0.2552
0.06354	0.04626	-0.1029
-0.2075	0.7356	0.4304
-0.4347	0.09276	0.04857
-0.2949	0.04626	-0.0536
-0.412	-0.4302	-0.2179
0.4008	0.00556	-0.07599
0.4175	-0.09188	0.1505
-0.1246	0.04547	0.1665
-0.05742	0.04715	-0.1253
-0.4057	-0.00448	-0.4121
-0.165	0.04715	-0.1342
0.1039	0.04715	-0.4748
0.3638	0.04626	-0.2059
-0.1605	0.04715	-0.4882
0.4356	-0.7184	0.2878
0.4112	0.5531	0.3325
0.4122	-0.4148	0.2062
-0.4098	0.4681	0.2581
-0.2635	0.8008	0.4441
0.4092	-0.2521	0.167
0.2338	0.04626	-0.318
-0.4549	0.0485	0.122
-0.3085	0.04715	-0.1835
-0.2187	0.04715	-0.2194
-0.2609	-0.01081	0.2013
-0.3438	0.6566	0.3844
0.4176	0.1563	0.11
0.2562	0.04626	-0.4479
0.4309	-0.5655	0.2451
-0.01711	0.04626	-0.4165
0.3868	0.01299	0.145
0.4086	0.2896	0.1794
-0.2546	0.04626	-0.3538
-0.1246	0.04626	-0.4076
0.189	0.04626	-0.2373
0.1054	0.04316	0.1735
0.4356	0.4244	0.256
0.1307	0.7646	0.4401
0.2562	0.6105	0.3638
0.4472	-0.05094	0.0405
0.0143	0.5978	0.3602
0.02173	0.8245	0.4775
-0.3705	-0.009488	-0.5235
-0.3538	0.5404	0.325
0.4266	-0.4103	-0.2059
0.1666	0.04626	0.1346
0.3325	0.6369	0.3689
-0.0754	0.6923	0.4166
-0.193	0.04715	0.0312
-0.1198	0.8111	0.4769
0.4352	0.06052	0.1068
-0.2456	0.5452	0.3369
-0.4354	-0.1855	0.17
-0.4098	0.2264	0.1232
0.05949	0.6475	0.387
0.08596	0.04715	-0.3314
-0.333	0.7541	0.4254
0.1756	0.8272	0.4586
0.4309	-0.2795	-0.1599
-0.4057	-0.004456	-0.03566
-0.3442	0.04626	-0.2821
-0.3084	0.04626	-0.43
-0.4354	-0.32	0.2055
